Ten-Year Age Groups,Ten-Year Age Groups Code,ICD Chapter,ICD Chapter Code,Year,Year Code,Deaths,Population,Crude Rate
35-44 years,35-44,Diseases of the genitourinary system,N00-N98,2008,2008,934,42192486,2.2
35-44 years,35-44,Diseases of the genitourinary system,N00-N98,2009,2009,999,41487811,2.4
35-44 years,35-44,Diseases of the genitourinary system,N00-N98,2010,2010,913,41070606,2.2
35-44 years,35-44,Diseases of the genitourinary system,N00-N98,2011,2011,838,40627954,2.1
35-44 years,35-44,Diseases of the genitourinary system,N00-N98,2012,2012,844,40516420,2.1
35-44 years,35-44,Diseases of the genitourinary system,N00-N98,2013,2013,840,40452690,2.1
35-44 years,35-44,Diseases of the genitourinary system,N00-N98,2014,2014,855,40513133,2.1
35-44 years,35-44,Diseases of the genitourinary system,N00-N98,2015,2015,896,40589783,2.2
35-44 years,35-44,Diseases of the genitourinary system,N00-N98,2016,2016,951,40470156,2.3
35-44 years,35-44,Diseases of the genitourinary system,N00-N98,2017,2017,908,40875370,2.2
35-44 years,35-44,Diseases of the genitourinary system,N00-N98,2018,2018,1007,41277888,2.4
35-44 years,35-44,Diseases of the genitourinary system,N00-N98,2019,2019,1013,41659144,2.4
35-44 years,35-44,Diseases of the genitourinary system,N00-N98,2020,2020,1160,42136192,2.8
35-44 years,35-44,"Pregnancy, childbirth and the puerperium",O00-O99,1999,1999,121,45076677,0.3
35-44 years,35-44,"Pregnancy, childbirth and the puerperium",O00-O99,2000,2000,121,45148527,0.3
35-44 years,35-44,"Pregnancy, childbirth and the puerperium",O00-O99,2001,2001,106,45051752,0.2
35-44 years,35-44,"Pregnancy, childbirth and the puerperium",O00-O99,2002,2002,105,44640649,0.2
35-44 years,35-44,"Pregnancy, childbirth and the puerperium",O00-O99,2003,2003,166,44154206,0.4
35-44 years,35-44,"Pregnancy, childbirth and the puerperium",O00-O99,2004,2004,157,43800275,0.4
35-44 years,35-44,"Pregnancy, childbirth and the puerperium",O00-O99,2005,2005,207,43505538,0.5
35-44 years,35-44,"Pregnancy, childbirth and the puerperium",O00-O99,2006,2006,192,43243801,0.4
35-44 years,35-44,"Pregnancy, childbirth and the puerperium",O00-O99,2007,2007,220,42796230,0.5
35-44 years,35-44,"Pregnancy, childbirth and the puerperium",O00-O99,2008,2008,202,42192486,0.5
35-44 years,35-44,"Pregnancy, childbirth and the puerperium",O00-O99,2009,2009,228,41487811,0.5
35-44 years,35-44,"Pregnancy, childbirth and the puerperium",O00-O99,2010,2010,223,41070606,0.5
35-44 years,35-44,"Pregnancy, childbirth and the puerperium",O00-O99,2011,2011,260,40627954,0.6
35-44 years,35-44,"Pregnancy, childbirth and the puerperium",O00-O99,2012,2012,273,40516420,0.7
35-44 years,35-44,"Pregnancy, childbirth and the puerperium",O00-O99,2013,2013,301,40452690,0.7
35-44 years,35-44,"Pregnancy, childbirth and the puerperium",O00-O99,2014,2014,350,40513133,0.9
35-44 years,35-44,"Pregnancy, childbirth and the puerperium",O00-O99,2015,2015,310,40589783,0.8
35-44 years,35-44,"Pregnancy, childbirth and the puerperium",O00-O99,2016,2016,351,40470156,0.9
35-44 years,35-44,"Pregnancy, childbirth and the puerperium",O00-O99,2017,2017,328,40875370,0.8
35-44 years,35-44,"Pregnancy, childbirth and the puerperium",O00-O99,2018,2018,387,41277888,0.9
35-44 years,35-44,"Pregnancy, childbirth and the puerperium",O00-O99,2019,2019,398,41659144,1
35-44 years,35-44,"Pregnancy, childbirth and the puerperium",O00-O99,2020,2020,476,42136192,1.1
35-44 years,35-44,Certain conditions originating in the perinatal period,P00-P96,2002,2002,10,44640649,Unreliable
35-44 years,35-44,Certain conditions originating in the perinatal period,P00-P96,2010,2010,11,41070606,Unreliable
35-44 years,35-44,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,1999,1999,552,45076677,1.2
35-44 years,35-44,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,2000,2000,569,45148527,1.3
35-44 years,35-44,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,2001,2001,586,45051752,1.3
35-44 years,35-44,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,2002,2002,572,44640649,1.3
35-44 years,35-44,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,2003,2003,564,44154206,1.3
35-44 years,35-44,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,2004,2004,493,43800275,1.1
35-44 years,35-44,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,2005,2005,517,43505538,1.2
35-44 years,35-44,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,2006,2006,468,43243801,1.1
35-44 years,35-44,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,2007,2007,513,42796230,1.2
35-44 years,35-44,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,2008,2008,450,42192486,1.1
35-44 years,35-44,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,2009,2009,462,41487811,1.1
35-44 years,35-44,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,2010,2010,449,41070606,1.1
35-44 years,35-44,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,2011,2011,419,40627954,1
35-44 years,35-44,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,2012,2012,396,40516420,1
35-44 years,35-44,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,2013,2013,441,40452690,1.1
35-44 years,35-44,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,2014,2014,409,40513133,1
35-44 years,35-44,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,2015,2015,483,40589783,1.2
35-44 years,35-44,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,2016,2016,421,40470156,1
35-44 years,35-44,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,2017,2017,419,40875370,1
35-44 years,35-44,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,2018,2018,428,41277888,1
35-44 years,35-44,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,2019,2019,434,41659144,1
35-44 years,35-44,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,2020,2020,494,42136192,1.2
35-44 years,35-44,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,1999,1999,2062,45076677,4.6
35-44 years,35-44,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,2000,2000,2987,45148527,6.6
35-44 years,35-44,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,2001,2001,3126,45051752,6.9
35-44 years,35-44,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,2002,2002,2402,44640649,5.4
35-44 years,35-44,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,2003,2003,2382,44154206,5.4
35-44 years,35-44,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,2004,2004,1900,43800275,4.3
35-44 years,35-44,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,2005,2005,2052,43505538,4.7
35-44 years,35-44,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,2006,2006,1627,43243801,3.8
35-44 years,35-44,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,2007,2007,1424,42796230,3.3
35-44 years,35-44,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,2008,2008,1688,42192486,4
35-44 years,35-44,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,2009,2009,1979,41487811,4.8
35-44 years,35-44,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,2010,2010,1225,41070606,3
35-44 years,35-44,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,2011,2011,1112,40627954,2.7
35-44 years,35-44,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,2012,2012,1265,40516420,3.1
35-44 years,35-44,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,2013,2013,1240,40452690,3.1
35-44 years,35-44,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,2014,2014,1144,40513133,2.8
35-44 years,35-44,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,2015,2015,1299,40589783,3.2
35-44 years,35-44,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,2016,2016,1341,40470156,3.3
35-44 years,35-44,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,2017,2017,1326,40875370,3.2
35-44 years,35-44,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,2018,2018,1279,41277888,3.1
35-44 years,35-44,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,2019,2019,1365,41659144,3.3
35-44 years,35-44,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,2020,2020,1513,42136192,3.6
35-44 years,35-44,Codes for special purposes,U00-U99,2001,2001,1048,45051752,2.3
35-44 years,35-44,Codes for special purposes,U00-U99,2020,2020,6084,42136192,14.4
35-44 years,35-44,External causes of morbidity and mortality,V01-Y89,1999,1999,26472,45076677,58.7
35-44 years,35-44,External causes of morbidity and mortality,V01-Y89,2000,2000,26730,45148527,59.2
35-44 years,35-44,External causes of morbidity and mortality,V01-Y89,2001,2001,27484,45051752,61
35-44 years,35-44,External causes of morbidity and mortality,V01-Y89,2002,2002,28597,44640649,64.1
35-44 years,35-44,External causes of morbidity and mortality,V01-Y89,2003,2003,28355,44154206,64.2
35-44 years,35-44,External causes of morbidity and mortality,V01-Y89,2004,2004,27746,43800275,63.3
35-44 years,35-44,External causes of morbidity and mortality,V01-Y89,2005,2005,28044,43505538,64.5
35-44 years,35-44,External causes of morbidity and mortality,V01-Y89,2006,2006,28658,43243801,66.3
35-44 years,35-44,External causes of morbidity and mortality,V01-Y89,2007,2007,28202,42796230,65.9
35-44 years,35-44,External causes of morbidity and mortality,V01-Y89,2008,2008,26969,42192486,63.9
35-44 years,35-44,External causes of morbidity and mortality,V01-Y89,2009,2009,25715,41487811,62
35-44 years,35-44,External causes of morbidity and mortality,V01-Y89,2010,2010,24998,41070606,60.9
35-44 years,35-44,External causes of morbidity and mortality,V01-Y89,2011,2011,25459,40627954,62.7
35-44 years,35-44,External causes of morbidity and mortality,V01-Y89,2012,2012,25591,40516420,63.2
35-44 years,35-44,External causes of morbidity and mortality,V01-Y89,2013,2013,25591,40452690,63.3
35-44 years,35-44,External causes of morbidity and mortality,V01-Y89,2014,2014,26427,40513133,65.2
35-44 years,35-44,External causes of morbidity and mortality,V01-Y89,2015,2015,28820,40589783,71
35-44 years,35-44,External causes of morbidity and mortality,V01-Y89,2016,2016,32667,40470156,80.7
35-44 years,35-44,External causes of morbidity and mortality,V01-Y89,2017,2017,34904,40875370,85.4
35-44 years,35-44,External causes of morbidity and mortality,V01-Y89,2018,2018,34872,41277888,84.5
35-44 years,35-44,External causes of morbidity and mortality,V01-Y89,2019,2019,36493,41659144,87.6
35-44 years,35-44,External causes of morbidity and mortality,V01-Y89,2020,2020,44490,42136192,105.6
45-54 years,45-54,Certain infectious and parasitic diseases,A00-B99,1999,1999,8087,36577819,22.1
45-54 years,45-54,Certain infectious and parasitic diseases,A00-B99,2000,2000,8628,37677952,22.9
45-54 years,45-54,Certain infectious and parasitic diseases,A00-B99,2001,2001,8971,39386268,22.8
45-54 years,45-54,Certain infectious and parasitic diseases,A00-B99,2002,2002,9968,39992194,24.9
45-54 years,45-54,Certain infectious and parasitic diseases,A00-B99,2003,2003,10238,40819954,25.1
45-54 years,45-54,Certain infectious and parasitic diseases,A00-B99,2004,2004,10332,41629930,24.8
45-54 years,45-54,Certain infectious and parasitic diseases,A00-B99,2005,2005,10616,42495904,25
45-54 years,45-54,Certain infectious and parasitic diseases,A00-B99,2006,2006,10356,43286159,23.9
45-54 years,45-54,Certain infectious and parasitic diseases,A00-B99,2007,2007,10122,43939939,23
45-54 years,45-54,Certain infectious and parasitic diseases,A00-B99,2008,2008,9721,44460447,21.9
45-54 years,45-54,Certain infectious and parasitic diseases,A00-B99,2009,2009,9263,44867088,20.6
45-54 years,45-54,Certain infectious and parasitic diseases,A00-B99,2010,2010,8639,45006716,19.2
45-54 years,45-54,Certain infectious and parasitic diseases,A00-B99,2011,2011,8371,44718203,18.7
45-54 years,45-54,Certain infectious and parasitic diseases,A00-B99,2012,2012,7822,44268738,17.7
45-54 years,45-54,Certain infectious and parasitic diseases,A00-B99,2013,2013,7576,43767532,17.3
45-54 years,45-54,Certain infectious and parasitic diseases,A00-B99,2014,2014,7339,43458851,16.9
45-54 years,45-54,Certain infectious and parasitic diseases,A00-B99,2015,2015,6951,43188161,16.1
45-54 years,45-54,Certain infectious and parasitic diseases,A00-B99,2016,2016,6331,42786679,14.8
45-54 years,45-54,Certain infectious and parasitic diseases,A00-B99,2017,2017,5868,42374952,13.8
45-54 years,45-54,Certain infectious and parasitic diseases,A00-B99,2018,2018,5392,41631699,13
45-54 years,45-54,Certain infectious and parasitic diseases,A00-B99,2019,2019,4889,40874902,12
45-54 years,45-54,Certain infectious and parasitic diseases,A00-B99,2020,2020,5273,40366133,13.1
45-54 years,45-54,Neoplasms,C00-D48,1999,1999,47343,36577819,129.4
45-54 years,45-54,Neoplasms,C00-D48,2000,2000,48724,37677952,129.3
45-54 years,45-54,Neoplasms,C00-D48,2001,2001,50281,39386268,127.7
45-54 years,45-54,Neoplasms,C00-D48,2002,2002,50351,39992194,125.9
45-54 years,45-54,Neoplasms,C00-D48,2003,2003,50525,40819954,123.8
45-54 years,45-54,Neoplasms,C00-D48,2004,2004,50218,41629930,120.6
45-54 years,45-54,Neoplasms,C00-D48,2005,2005,51134,42495904,120.3
45-54 years,45-54,Neoplasms,C00-D48,2006,2006,51128,43286159,118.1
45-54 years,45-54,Neoplasms,C00-D48,2007,2007,50866,43939939,115.8
45-54 years,45-54,Neoplasms,C00-D48,2008,2008,51117,44460447,115
45-54 years,45-54,Neoplasms,C00-D48,2009,2009,51363,44867088,114.5
45-54 years,45-54,Neoplasms,C00-D48,2010,2010,50962,45006716,113.2
45-54 years,45-54,Neoplasms,C00-D48,2011,2011,49565,44718203,110.8
45-54 years,45-54,Neoplasms,C00-D48,2012,2012,48670,44268738,109.9
45-54 years,45-54,Neoplasms,C00-D48,2013,2013,46835,43767532,107
45-54 years,45-54,Neoplasms,C00-D48,2014,2014,45481,43458851,104.7
45-54 years,45-54,Neoplasms,C00-D48,2015,2015,43729,43188161,101.3
45-54 years,45-54,Neoplasms,C00-D48,2016,2016,41869,42786679,97.9
45-54 years,45-54,Neoplasms,C00-D48,2017,2017,39833,42374952,94
45-54 years,45-54,Neoplasms,C00-D48,2018,2018,37838,41631699,90.9
45-54 years,45-54,Neoplasms,C00-D48,2019,2019,36120,40874902,88.4
45-54 years,45-54,Neoplasms,C00-D48,2020,2020,35080,40366133,86.9
45-54 years,45-54,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,1999,1999,767,36577819,2.1
45-54 years,45-54,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,2000,2000,857,37677952,2.3
45-54 years,45-54,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,2001,2001,894,39386268,2.3
45-54 years,45-54,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,2002,2002,958,39992194,2.4
45-54 years,45-54,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,2003,2003,933,40819954,2.3
45-54 years,45-54,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,2004,2004,911,41629930,2.2
45-54 years,45-54,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,2005,2005,967,42495904,2.3
